Age,Game_Played,PA,At_Bat,Run,Hit,Double,Homerun,RBI,SO,BB,BA
30,126,494,455,59,109,21,14,62,86,25,0.24
33,154,699,612,102,204,37,19,102,97,83,0.333
31,71,302,270,39,65,18,11,43,46,28,0.241
23,129,441,378,56,92,15,15,58,98,48,0.243
30,94,329,288,32,71,15,6,34,62,31,0.247
36,84,245,219,30,57,17,6,20,58,23,0.26
30,132,519,467,58,124,27,10,61,95,41,0.266
30,90,298,275,25,57,12,3,29,57,21,0.207
34,107,386,357,46,102,12,1,38,31,17,0.286
28,156,693,635,101,197,56,24,120,63,41,0.31
26,156,676,634,94,186,43,18,83,95,25,0.293
30,120,518,436,84,152,31,33,107,85,73,0.349
28,154,702,623,118,178,34,14,63,70,65,0.286
28,152,612,532,81,136,36,24,94,109,65,0.256
33,73,194,182,17,52,11,2,19,20,7,0.286
30,137,506,444,62,118,24,20,78,126,51,0.266
33,72,275,237,39,55,10,4,27,29,33,0.232
43,72,222,179,40,40,6,5,16,47,38,0.223
31,84,222,194,28,48,12,4,18,35,20,0.247
29,47,190,171,30,54,21,7,18,28,15,0.316
31,88,283,273,29,67,6,3,22,44,9,0.245
30,143,628,505,103,140,34,33,108,126,102,0.277
24,54,207,192,20,53,10,4,23,27,11,0.276
26,90,350,312,48,86,13,13,45,72,26,0.276
24,151,650,566,99,158,38,24,84,138,77,0.279
28,141,641,577,103,175,38,10,45,60,54,0.303
23,159,648,608,87,167,34,23,100,85,27,0.275
31,75,335,299,51,67,16,15,45,57,31,0.224
24,74,287,265,41,82,20,15,58,82,19,0.309
28,124,522,466,64,114,26,18,70,106,51,0.245
31,109,414,374,42,101,26,4,39,57,26,0.27
22,85,309,282,35,64,15,8,34,90,23,0.227
31,96,302,265,33,68,10,8,37,79,28,0.257
26,125,450,422,33,98,19,12,45,88,21,0.232
36,116,488,451,44,123,26,15,63,66,25,0.273
26,122,479,426,55,114,25,5,32,55,34,0.268
36,117,413,367,37,85,19,8,36,63,35,0.232
28,161,682,615,90,150,36,31,87,107,50,0.244
32,131,513,458,55,116,25,18,64,111,47,0.253
29,136,502,466,67,122,30,9,50,83,21,0.262
25,136,541,490,71,121,29,28,69,66,45,0.247
30,149,652,557,86,130,30,19,64,108,70,0.233
27,109,397,344,54,95,25,7,38,69,43,0.276
26,86,302,263,31,55,8,4,18,52,30,0.209
26,151,630,570,81,173,30,27,104,72,44,0.304
30,96,411,345,71,103,20,9,48,59,49,0.299
32,112,376,342,51,86,14,7,35,67,20,0.251
32,135,527,474,70,118,26,25,75,99,43,0.249
26,140,576,492,82,130,26,26,80,73,75,0.264
35,93,406,352,68,91,20,8,42,51,49,0.259
28,153,654,590,116,189,47,38,135,77,53,0.32
34,148,628,523,77,132,29,28,92,115,88,0.252
24,126,331,302,41,78,16,7,29,54,12,0.258
30,70,259,229,35,60,12,6,31,38,22,0.262
27,76,224,204,28,47,8,7,26,60,19,0.23
24,53,209,200,28,57,10,12,35,40,8,0.285
24,49,177,163,14,38,4,2,12,21,9,0.233
36,51,176,167,21,48,10,7,25,14,5,0.287
29,102,351,320,34,66,19,2,16,27,17,0.206
31,147,613,480,101,146,19,52,118,139,122,0.304
32,94,384,353,38,97,13,4,38,48,20,0.275
35,151,663,582,85,160,31,14,72,64,56,0.275
33,118,439,397,42,86,14,11,55,82,40,0.217
24,98,358,325,48,81,18,9,38,58,32,0.249
30,114,484,416,71,98,19,15,57,34,59,0.236
37,138,570,518,92,156,28,32,91,108,44,0.301
27,93,288,264,35,66,11,1,12,50,10,0.25
25,87,278,258,34,56,15,6,29,55,15,0.217
26,51,205,197,29,59,8,16,52,40,6,0.299
25,95,351,321,27,65,15,7,24,101,24,0.202
24,75,302,273,31,69,13,12,36,73,26,0.253
32,85,346,304,29,68,14,8,30,43,27,0.224
32,122,458,410,46,98,22,10,39,92,39,0.239
28,89,292,277,23,55,13,2,15,71,5,0.199
31,119,499,444,50,125,24,10,63,45,41,0.282
29,97,364,347,34,94,19,6,35,64,10,0.271
28,148,614,556,66,150,36,17,63,90,46,0.27
27,130,506,482,51,145,17,19,82,30,13,0.301
28,81,274,245,31,63,20,1,25,36,21,0.257
26,72,270,241,34,58,11,5,13,78,20,0.241
33,72,266,252,20,49,14,4,20,53,10,0.194
22,65,249,222,33,54,5,4,20,48,13,0.243
28,54,216,201,25,57,14,7,27,39,12,0.284
34,101,370,326,35,77,8,4,30,54,34,0.236
28,126,545,471,81,160,31,24,86,46,61,0.34
26,119,404,351,44,86,16,4,26,63,41,0.245
29,145,585,554,65,131,20,3,37,53,20,0.236
32,151,617,549,63,155,36,11,80,69,46,0.282
33,80,336,300,41,63,9,6,22,32,28,0.21
25,162,722,637,114,174,44,29,105,135,71,0.273
31,144,543,475,65,118,27,12,56,105,56,0.248
30,137,544,497,70,146,37,24,103,76,40,0.294
36,94,273,237,28,54,8,1,23,34,32,0.228
29,70,269,240,30,56,13,4,38,61,19,0.233
28,72,220,197,25,49,7,7,27,35,18,0.249
25,130,469,440,54,132,31,6,49,61,13,0.3
28,143,554,467,60,122,29,10,64,69,74,0.261
22,93,346,316,46,81,23,4,35,51,19,0.256
24,148,656,623,80,170,31,9,59,79,17,0.273
29,140,576,490,71,131,37,15,69,127,72,0.267
27,149,626,577,96,173,37,27,85,129,37,0.3
26,148,604,561,89,162,37,29,94,118,35,0.289
26,120,417,383,55,103,23,12,45,86,31,0.269
26,125,466,412,52,112,32,20,75,87,43,0.272
25,112,348,289,49,84,14,12,46,66,52,0.291
32,102,294,260,28,65,13,2,25,44,24,0.25
26,63,196,181,19,47,11,7,27,38,13,0.26
33,130,496,447,57,115,19,6,50,71,38,0.257
34,158,691,571,94,166,33,31,98,130,101,0.291
36,145,655,577,96,146,36,15,58,111,50,0.253
26,88,358,322,45,84,15,8,35,74,28,0.261
29,130,421,368,45,104,20,10,52,70,49,0.283
27,136,491,453,41,125,31,12,72,82,33,0.276
26,158,692,578,106,169,35,42,128,118,107,0.292
27,114,439,388,54,91,17,15,48,85,43,0.235
34,125,438,406,53,123,19,5,37,40,24,0.303
35,123,281,251,35,72,13,6,30,50,26,0.287
31,98,220,201,32,54,16,3,20,39,16,0.269
31,76,202,185,18,41,7,3,24,36,12,0.222
33,115,394,359,35,106,16,6,44,81,18,0.295
33,154,668,553,85,166,39,22,102,66,98,0.3
33,155,675,608,88,169,34,24,107,102,53,0.278
26,134,528,475,73,124,24,9,56,91,46,0.261
32,146,547,485,51,121,20,6,54,67,31,0.249
37,104,407,337,54,91,17,7,41,63,61,0.27
29,158,640,545,84,130,26,25,80,176,79,0.239
28,157,728,647,111,208,27,8,51,62,68,0.321
39,97,407,328,42,91,23,15,59,69,67,0.277
36,122,452,419,47,113,23,13,60,66,31,0.27
28,112,376,329,55,88,13,6,43,51,33,0.267
25,80,253,228,24,59,10,7,43,58,18,0.259
26,136,457,403,51,94,20,7,42,64,43,0.233
32,136,568,492,58,138,22,15,61,56,68,0.28
25,98,404,345,58,94,16,6,35,54,44,0.272
28,162,715,662,108,204,30,34,131,84,38,0.308
24,153,653,585,87,161,31,34,109,119,65,0.275
36,118,471,398,54,106,18,11,49,66,70,0.266
26,162,640,587,71,141,32,16,67,96,48,0.24
28,131,555,488,74,123,27,24,86,108,52,0.252
30,54,248,219,43,60,14,6,22,34,24,0.274
31,89,211,193,27,53,13,11,40,37,14,0.275
27,122,459,428,34,105,18,5,47,34,15,0.245
29,153,571,491,80,140,34,12,82,52,67,0.285
26,144,509,474,65,148,32,7,52,80,19,0.312
27,152,702,608,107,178,22,8,63,44,45,0.293
25,156,671,569,99,142,24,30,111,144,88,0.25
30,158,678,638,93,195,56,29,123,80,30,0.306
28,150,663,625,99,177,28,10,73,67,27,0.283
33,138,568,483,84,138,37,22,88,102,71,0.286
27,130,479,429,75,124,35,19,59,44,32,0.289
33,110,300,263,35,79,12,0,31,22,30,0.3
30,108,440,408,67,128,32,19,60,71,25,0.314
37,155,663,546,99,149,34,43,105,94,104,0.273
25,156,633,573,77,150,26,9,62,112,41,0.262
26,162,725,624,125,187,27,57,142,122,87,0.3
32,132,496,450,64,124,24,22,77,66,34,0.276
24,110,412,366,52,95,20,15,60,83,31,0.26
32,70,296,277,38,78,21,8,35,56,17,0.282
33,51,219,199,24,59,9,1,17,17,19,0.296
31,105,418,374,47,100,16,16,62,77,33,0.267
26,115,355,314,54,89,13,9,33,48,33,0.283
28,68,250,212,42,57,16,3,23,27,25,0.269
26,72,214,196,25,51,12,0,17,30,8,0.26
36,69,193,179,16,44,7,3,18,25,11,0.246
32,129,495,457,89,150,29,43,109,90,33,0.328
29,126,460,409,52,110,26,11,80,47,42,0.269
25,145,635,551,101,174,49,21,69,80,59,0.316
25,156,734,664,130,194,35,15,61,76,60,0.292
35,147,578,542,65,150,28,22,76,86,26,0.277
31,153,656,555,103,169,33,27,106,83,94,0.305
26,156,659,595,101,165,28,36,116,125,53,0.277
34,155,678,576,126,190,37,39,132,55,86,0.33
28,103,288,266,40,70,14,6,22,49,16,0.263
44,103,223,197,28,58,12,5,31,43,25,0.294
33,104,181,162,21,39,5,0,9,38,13,0.241
31,131,561,508,68,159,30,13,81,59,38,0.313
32,159,698,578,111,154,30,47,131,182,111,0.266
27,122,554,492,87,142,30,14,63,38,42,0.289
24,156,689,628,85,165,42,8,62,113,54,0.263
30,85,348,297,32,58,14,4,37,40,41,0.195
26,146,599,522,57,109,31,21,64,142,72,0.209
25,135,553,495,86,150,28,7,45,94,44,0.303
29,158,695,577,99,173,35,20,101,126,109,0.3
29,125,327,298,39,79,18,5,33,54,23,0.265
29,121,291,255,37,63,15,13,46,59,34,0.247
30,96,292,268,28,65,9,8,39,56,15,0.243
26,119,453,403,45,120,25,11,58,50,39,0.298
35,73,302,263,34,69,17,2,22,40,29,0.262
20,69,292,274,47,84,12,5,32,36,13,0.307
25,156,633,573,73,146,36,11,71,124,46,0.255
30,108,425,365,57,106,25,18,68,66,51,0.29
28,148,527,484,70,129,25,7,37,86,38,0.267
28,127,382,346,32,93,21,4,42,29,18,0.269
30,119,313,278,31,67,11,1,16,57,25,0.241
31,125,280,254,29,59,13,16,43,73,24,0.232
34,68,273,234,37,67,13,11,34,40,35,0.286
34,65,259,234,38,64,18,18,45,55,21,0.274
29,107,246,217,28,50,12,2,21,34,27,0.23
35,56,183,174,11,36,3,0,12,18,8,0.207
31,144,578,511,90,152,36,16,85,92,55,0.297
27,155,643,539,91,146,31,31,92,131,88,0.271
27,152,676,595,99,187,19,6,39,60,63,0.314
26,150,582,528,52,135,33,18,77,106,33,0.256
29,130,557,492,76,136,27,32,105,78,56,0.276
30,93,254,228,32,58,23,3,20,55,22,0.254
25,162,747,668,100,204,28,1,41,35,55,0.305
27,156,653,601,80,162,37,19,94,82,37,0.27
20,87,346,314,39,84,21,12,62,84,25,0.268
26,108,377,335,34,77,26,9,46,75,37,0.23
31,130,492,436,57,121,27,16,71,90,49,0.278
28,144,592,509,77,158,36,15,65,50,69,0.31
28,162,691,626,95,186,47,17,80,64,52,0.297
29,105,260,227,31,59,10,1,10,39,19,0.26
26,146,602,504,78,135,34,19,77,155,89,0.268
25,141,526,483,66,121,25,5,47,59,31,0.251
28,112,467,394,71,130,20,25,79,53,63,0.33
26,126,369,340,36,81,17,9,52,80,20,0.238
31,111,288,272,31,65,15,4,22,45,11,0.239
26,70,252,226,33,47,9,10,30,37,21,0.208
28,53,196,175,15,34,6,2,15,40,18,0.194
35,107,375,350,26,95,17,11,45,47,17,0.271
28,162,718,606,97,165,28,45,124,151,98,0.272
36,109,459,404,71,105,18,15,31,34,48,0.26
33,146,543,483,49,110,16,11,39,92,49,0.228
27,134,536,476,56,124,21,23,67,131,43,0.261
28,124,554,487,81,144,30,28,95,120,58,0.296
27,154,628,558,100,175,29,9,58,91,56,0.314
37,117,374,327,50,84,25,14,45,104,46,0.257
27,127,415,358,51,92,15,14,44,87,37,0.257
30,128,356,315,33,86,21,6,40,40,21,0.273
34,80,275,241,22,60,12,2,21,44,31,0.249
26,43,176,163,15,46,10,0,10,28,7,0.282
32,141,498,441,43,111,18,8,47,81,44,0.252
35,138,547,476,66,130,25,15,69,71,53,0.273
26,77,321,296,46,82,13,4,28,64,12,0.277
26,157,663,587,96,194,47,13,100,54,65,0.33
28,154,657,559,98,160,49,28,104,104,82,0.286
23,157,685,591,137,212,51,43,124,65,79,0.359
33,137,531,447,89,123,32,39,89,127,77,0.275
27,100,328,287,60,83,13,15,42,48,36,0.289
34,141,364,317,37,86,13,3,33,31,32,0.271
29,92,290,261,41,64,15,5,32,30,13,0.245
33,105,289,253,47,72,16,11,41,53,29,0.285
34,61,285,259,35,65,14,4,23,24,11,0.251
29,116,221,208,19,52,6,1,16,27,8,0.25
29,118,437,379,52,87,23,16,50,111,33,0.23
28,147,629,573,71,167,19,14,80,58,51,0.291
25,73,331,290,34,84,13,7,31,43,34,0.29
39,70,265,241,39,68,16,2,18,32,22,0.282
30,106,447,403,61,110,19,18,65,74,35,0.273
23,116,469,381,70,82,12,27,57,126,74,0.215
33,53,201,166,34,41,12,13,26,44,27,0.247
27,91,349,315,52,106,21,23,63,63,17,0.337
31,113,348,320,28,81,14,9,33,58,18,0.253
23,82,338,292,39,77,11,15,58,68,41,0.264
22,79,250,230,24,55,6,0,17,46,13,0.239
23,59,229,197,28,42,7,2,13,59,28,0.213
25,74,224,207,16,50,9,3,18,53,12,0.242
27,74,205,176,22,38,12,9,26,69,27,0.216
33,60,199,179,14,41,13,3,19,51,13,0.229
26,100,194,180,17,39,5,5,19,68,11,0.217
21,80,181,165,20,36,6,5,16,53,12,0.218
33,114,400,352,34,82,19,9,36,91,39,0.233
35,114,365,336,37,96,16,12,40,46,28,0.286
33,121,531,481,73,151,38,3,38,64,30,0.314
30,152,601,536,71,122,37,20,59,123,47,0.228
25,63,255,232,31,60,7,15,39,31,17,0.259
36,151,638,565,83,158,35,22,91,67,63,0.28
23,83,347,329,49,98,17,13,55,77,15,0.298
34,137,589,517,99,144,22,40,103,143,62,0.279
30,108,333,293,30,83,16,3,34,50,24,0.283
24,80,245,202,31,44,17,8,28,71,37,0.218
36,56,236,208,39,68,13,3,20,22,18,0.327
31,70,213,188,19,43,13,0,17,47,22,0.229
33,93,194,174,18,38,9,5,28,31,14,0.218
34,87,184,171,26,49,10,1,12,33,11,0.287
29,150,666,587,84,191,29,6,58,40,49,0.325
28,91,321,307,34,84,14,10,51,30,12,0.274
39,93,299,261,37,63,10,3,25,47,27,0.241
25,150,615,558,58,143,21,9,62,74,36,0.256
25,96,415,375,44,105,25,12,67,68,25,0.28
32,105,481,388,70,116,30,16,70,48,85,0.299
36,84,374,339,58,94,19,9,26,29,28,0.277
35,130,498,453,74,129,27,31,87,110,38,0.285
26,116,358,309,49,81,15,18,48,89,35,0.262
35,121,357,305,49,89,20,20,57,64,45,0.292
27,118,351,311,37,77,8,4,35,53,26,0.248
26,56,248,230,36,76,16,3,19,18,14,0.33
33,58,213,193,19,43,9,3,21,56,16,0.223
27,77,193,174,20,47,4,6,19,53,15,0.27
38,108,434,401,53,112,21,11,56,69,29,0.279
35,103,396,330,48,90,18,8,51,55,55,0.273
31,110,469,410,61,117,30,8,33,82,50,0.285
31,129,545,505,65,140,26,13,58,82,36,0.277
29,142,586,514,56,133,25,13,81,41,58,0.259
38,130,550,390,111,133,22,45,90,58,148,0.341
36,149,618,587,82,176,33,20,79,82,20,0.3
29,158,650,539,90,135,26,20,68,121,102,0.25
30,120,353,328,27,84,19,1,31,23,14,0.256
42,110,293,272,36,82,15,12,42,61,19,0.301
28,95,249,235,31,58,9,16,48,53,10,0.247
24,66,221,200,22,52,10,4,29,39,14,0.26
31,147,630,568,64,155,34,7,52,54,44,0.273
39,86,329,297,32,74,14,13,40,66,31,0.249
27,148,514,477,39,119,24,4,34,59,16,0.249
23,158,593,558,47,140,21,1,40,70,25,0.251
24,158,608,559,50,134,30,23,80,103,37,0.24
34,61,246,230,25,47,4,13,32,57,14,0.204
31,107,440,388,56,97,6,2,16,39,43,0.25
30,160,691,611,84,171,49,19,85,112,68,0.28
30,128,380,347,43,98,32,6,37,62,17,0.282
36,66,253,224,28,67,9,6,28,30,23,0.299
30,88,191,162,25,35,7,5,14,38,13,0.216
31,96,338,307,26,73,15,2,42,48,24,0.238
32,121,474,397,47,100,18,21,67,83,65,0.252
31,154,653,589,74,185,28,13,72,62,54,0.314
26,116,484,422,56,110,17,3,30,88,52,0.261
22,146,578,517,62,148,27,7,58,75,44,0.286
31,115,449,413,49,115,17,18,66,71,25,0.278
27,128,541,482,64,128,28,7,38,82,56,0.266
24,110,404,371,50,99,17,9,39,74,24,0.267
28,103,341,306,50,83,19,4,22,66,34,0.271
32,59,248,226,30,63,8,13,46,44,21,0.279
29,115,229,198,29,52,10,8,29,51,24,0.263
31,108,414,356,49,82,20,20,61,84,49,0.23
29,160,703,583,135,209,49,33,117,72,111,0.358
28,116,505,447,73,124,31,8,50,71,49,0.277
24,87,343,316,45,80,19,10,33,60,17,0.253
30,138,502,443,71,113,31,11,73,76,48,0.255
30,157,658,600,93,181,32,28,89,77,43,0.302
28,155,661,600,94,169,43,36,141,139,54,0.282
36,143,564,454,86,129,25,16,79,87,98,0.284
33,69,286,257,33,61,6,8,27,95,27,0.237
30,114,197,179,19,47,15,6,31,47,16,0.263
28,78,269,239,29,64,17,7,29,59,23,0.268
26,86,293,254,23,70,20,4,28,67,35,0.276
28,106,408,365,52,93,22,13,50,95,33,0.255
24,117,487,448,70,142,26,13,51,33,29,0.317
32,89,351,303,40,71,6,3,21,32,41,0.234
35,156,679,579,92,176,46,26,104,67,94,0.304
38,147,582,516,82,148,24,22,70,94,57,0.287
31,88,314,284,29,78,16,4,36,50,21,0.275
27,85,354,330,40,88,18,17,59,44,17,0.267
25,78,322,288,42,74,16,7,29,53,25,0.257
27,80,239,220,19,48,15,3,28,43,14,0.218
34,105,231,207,31,71,13,4,39,20,18,0.343
33,61,231,219,30,52,10,2,15,27,8,0.237
32,115,226,203,17,46,5,0,18,34,15,0.227
26,65,216,195,30,55,10,8,28,44,17,0.282
29,70,190,165,18,40,11,2,19,45,19,0.242
32,45,183,162,27,49,8,8,22,31,18,0.302
27,130,498,463,50,117,23,12,47,40,23,0.253
28,145,613,542,75,149,37,19,70,97,64,0.275
29,145,535,482,59,130,27,6,67,60,41,0.27
27,117,482,433,58,119,13,15,53,88,35,0.275
25,107,404,373,43,95,20,7,46,84,19,0.255
21,151,661,630,80,177,18,5,54,102,26,0.281
21,156,684,637,89,184,32,11,78,128,30,0.289
26,162,706,636,91,198,47,34,107,80,53,0.311
35,100,258,238,19,60,12,3,26,51,17,0.252
27,55,205,165,28,38,7,4,17,41,32,0.23
32,142,588,481,83,135,24,30,101,110,93,0.281
32,156,690,535,97,134,25,41,107,140,129,0.25
27,156,734,682,114,198,36,38,91,130,38,0.29
29,119,542,482,87,156,25,10,52,88,43,0.324
35,89,326,283,31,71,13,9,42,62,40,0.251
29,163,695,623,82,179,42,16,106,86,63,0.287
34,119,521,445,77,117,19,15,64,61,71,0.263
32,98,403,361,56,93,23,16,49,66,38,0.258
24,96,406,324,60,92,19,14,47,57,70,0.284
37,66,214,186,29,39,8,6,23,36,24,0.21
30,54,209,189,31,48,13,6,31,30,11,0.254
37,63,189,174,19,48,8,6,31,20,13,0.276
24,57,185,173,22,46,14,7,26,27,10,0.266
31,142,521,451,63,123,31,25,85,106,51,0.273
31,148,618,544,83,150,30,25,96,108,60,0.276
30,144,647,587,92,166,38,13,85,54,48,0.283
29,156,719,658,120,198,37,28,105,61,39,0.301
32,146,600,524,85,171,45,19,85,77,59,0.326
31,154,679,569,117,185,36,37,104,94,97,0.325
29,145,690,608,103,166,32,12,67,74,68,0.273
29,134,513,441,81,135,24,28,87,96,65,0.306
27,128,509,448,79,129,39,31,101,83,58,0.288
27,49,200,185,20,56,17,3,38,26,7,0.303
32,62,176,163,23,42,13,6,18,36,11,0.258
37,121,369,329,51,101,19,15,52,57,37,0.307
31,161,705,570,117,172,38,42,145,137,109,0.302
25,142,521,474,54,127,21,9,57,87,39,0.268
27,104,386,349,49,91,22,7,45,72,28,0.261
25,124,514,449,74,109,45,12,63,104,59,0.243
29,71,340,303,47,89,22,7,35,30,27,0.294
24,161,735,678,118,215,49,33,117,80,42,0.317
26,114,457,412,79,121,21,10,52,67,20,0.294
25,119,453,396,57,106,18,20,66,115,39,0.268
29,133,535,489,83,146,34,13,59,62,35,0.299
37,102,379,343,39,94,18,5,54,60,33,0.274
32,96,287,256,37,66,19,5,35,80,28,0.258
26,62,225,189,31,44,13,4,25,36,29,0.233
33,108,376,348,28,95,12,6,31,44,19,0.273
37,124,547,493,75,143,33,15,80,60,37,0.29
25,112,512,460,65,124,22,5,41,58,46,0.27
30,152,572,548,61,137,24,14,65,49,13,0.25
29,161,670,631,76,148,20,26,99,102,28,0.235
25,83,319,287,43,87,15,9,31,60,29,0.303
24,109,486,439,70,133,23,13,45,90,28,0.303
26,160,682,625,80,173,39,23,100,89,49,0.277
36,67,252,224,26,59,10,5,25,47,26,0.263
31,96,413,344,68,109,17,15,48,71,49,0.317
38,93,354,319,32,94,20,5,41,29,29,0.295
27,58,259,218,25,59,12,2,21,25,23,0.271
27,54,186,169,22,40,4,3,16,34,12,0.237
28,41,172,162,21,33,12,2,20,29,9,0.204
24,114,346,317,37,75,19,6,27,80,19,0.237
27,137,495,444,49,104,19,18,65,50,43,0.234
25,73,308,271,35,69,11,7,26,46,32,0.255
33,144,569,503,79,119,26,28,74,114,54,0.237
25,151,580,536,68,140,31,19,75,75,32,0.261
27,158,671,623,100,181,35,31,113,91,37,0.291
32,73,289,256,40,77,14,10,41,36,22,0.301
29,160,674,606,95,192,46,29,99,73,57,0.317
35,153,662,546,87,146,35,42,105,115,100,0.267
35,67,296,253,42,64,11,3,17,37,30,0.253
31,90,281,250,51,65,15,7,23,37,24,0.26
31,95,219,183,26,42,11,6,21,54,34,0.23
37,75,204,194,22,52,12,5,26,17,4,0.268
25,91,330,303,25,74,13,8,36,53,22,0.244
26,116,429,386,53,96,21,16,55,75,32,0.249
22,112,393,370,36,77,18,6,33,77,14,0.208
21,77,270,242,24,55,10,4,21,65,20,0.227
29,152,621,557,80,143,35,17,67,109,38,0.257
31,99,429,374,57,93,19,15,53,47,47,0.249
25,101,451,377,61,121,34,10,56,73,64,0.321
25,127,525,480,66,134,33,22,75,70,35,0.279
38,55,228,198,27,52,11,6,28,46,27,0.263
23,99,447,414,55,110,15,3,27,51,23,0.266
26,91,324,291,35,74,19,14,40,81,22,0.254
36,64,285,250,43,61,13,2,19,20,29,0.244
28,82,233,214,21,46,9,1,14,31,11,0.215
31,64,232,210,23,57,10,8,26,52,18,0.271
33,52,176,162,17,39,11,3,21,38,9,0.241
26,104,366,330,32,67,15,8,30,79,24,0.203
25,131,516,452,51,112,21,18,50,123,53,0.248
29,97,377,346,37,94,13,6,37,42,23,0.272
23,141,507,444,41,100,18,2,29,66,33,0.225
25,99,357,313,28,75,9,18,50,61,35,0.24
26,128,458,425,51,102,18,23,70,89,27,0.24
26,101,423,394,43,114,13,1,22,46,18,0.289
32,130,539,469,61,110,13,14,52,73,59,0.235
29,155,635,562,78,167,34,29,85,130,58,0.297
33,114,393,360,33,78,5,12,30,77,27,0.217
27,93,289,270,25,71,9,10,26,68,15,0.263
21,69,244,221,24,49,6,0,8,37,18,0.222
25,59,185,168,23,37,4,1,9,35,10,0.22
35,113,414,372,39,91,17,6,36,59,32,0.245
25,135,524,485,50,129,30,13,64,94,29,0.266
29,141,557,500,70,127,27,8,59,70,40,0.254
25,158,635,567,92,163,28,17,73,100,29,0.287
33,131,566,502,80,146,31,16,72,61,41,0.291
31,157,671,608,95,179,33,18,90,81,49,0.294
26,141,602,521,102,160,14,26,100,81,72,0.307
30,99,401,354,63,98,30,15,52,63,27,0.277
29,108,463,392,62,115,18,16,83,56,64,0.293
32,104,438,389,61,102,20,13,55,88,39,0.262
27,74,219,196,31,46,5,0,11,30,13,0.235
34,62,205,189,29,48,16,3,25,30,9,0.254
26,137,533,487,63,152,35,11,74,55,24,0.312
29,142,574,487,67,146,38,11,65,55,74,0.3
23,135,521,475,69,123,16,8,43,65,30,0.259
25,143,585,534,78,143,15,3,53,79,30,0.268
30,131,562,469,76,137,29,14,69,113,77,0.292
28,136,548,517,76,157,33,16,69,105,21,0.304
27,154,642,581,83,145,31,26,102,106,50,0.25
27,121,387,348,50,87,22,10,36,106,33,0.25
27,107,374,345,39,99,19,17,64,82,25,0.287
29,65,304,270,43,87,22,6,38,36,25,0.322
26,75,284,238,40,60,13,9,32,56,42,0.252
33,83,209,188,22,45,10,3,22,37,15,0.239
32,58,185,175,14,44,9,1,15,13,7,0.251
34,143,509,450,43,103,12,4,47,66,46,0.229
35,160,702,605,109,168,28,39,100,119,88,0.278
35,130,552,505,77,150,39,22,93,85,39,0.297
26,128,436,387,51,99,18,8,51,66,28,0.256
27,127,441,385,69,112,15,25,60,60,48,0.291
27,153,658,538,110,155,35,25,93,108,107,0.288
37,153,717,628,102,166,44,15,62,116,57,0.264
28,141,585,514,91,159,43,28,88,104,58,0.309
30,123,449,420,51,110,19,10,52,50,20,0.262
36,123,230,212,20,49,17,3,26,33,15,0.231
35,91,203,189,14,47,7,3,26,22,8,0.249
34,96,337,316,32,76,15,4,43,52,15,0.241
34,152,634,539,64,145,35,10,83,67,84,0.269
34,159,705,622,111,183,35,35,117,125,68,0.294
27,109,451,388,63,107,19,7,52,64,52,0.276
33,87,293,258,24,53,11,2,23,32,24,0.205
29,157,660,600,103,177,37,11,75,108,41,0.295
30,147,612,534,74,135,31,18,76,137,70,0.253
29,159,725,679,111,212,29,13,62,69,36,0.312
40,145,603,497,72,146,25,24,98,95,92,0.294
38,99,352,309,34,72,15,2,37,71,38,0.233
26,80,269,246,25,58,18,6,42,61,18,0.236
25,89,220,196,30,49,7,1,14,39,19,0.25
35,46,186,170,22,50,5,0,11,21,8,0.294
27,140,536,483,70,132,24,21,78,79,33,0.273
33,147,622,541,63,137,34,12,61,53,66,0.253
26,154,622,553,78,137,31,9,52,94,48,0.248
29,162,703,636,98,177,42,27,106,65,53,0.278
25,156,654,588,94,166,39,29,101,89,62,0.282
27,140,522,486,64,119,22,14,61,67,31,0.245
30,120,341,306,38,75,24,1,36,55,26,0.245
29,65,253,221,28,38,6,4,20,42,25,0.172
29,154,645,537,92,139,29,21,77,105,100,0.259
27,121,461,414,64,109,27,12,51,71,42,0.263
27,45,186,170,25,45,7,8,23,32,7,0.265
28,119,430,409,37,115,24,14,71,31,13,0.281
30,158,581,521,69,138,36,16,83,66,46,0.265
27,143,510,449,71,121,17,13,49,73,45,0.269
28,120,517,452,59,114,22,3,31,45,36,0.252
26,91,367,319,53,79,17,16,50,73,46,0.248
31,159,673,638,80,201,49,29,116,83,31,0.315
29,67,284,258,35,65,7,4,17,40,18,0.252
29,123,382,330,56,93,16,12,43,59,42,0.282
34,148,621,528,78,145,35,19,72,93,77,0.275
30,98,300,272,25,66,8,7,32,45,24,0.243
25,71,270,240,34,71,9,0,27,38,20,0.296
32,111,257,241,29,65,6,1,20,24,10,0.27
28,63,235,206,32,63,9,9,35,31,26,0.306
30,101,361,334,30,86,14,4,35,32,9,0.257
23,146,589,529,66,137,29,26,84,120,44,0.259
26,160,713,666,106,204,33,14,72,103,36,0.306
27,161,715,607,124,181,30,47,118,126,87,0.298
22,143,615,567,89,170,33,29,90,97,44,0.3
31,55,216,185,16,42,10,4,23,40,27,0.227
29,60,186,165,22,29,7,2,16,44,15,0.176
33,82,346,327,49,96,17,24,70,73,14,0.294
38,154,654,561,92,146,21,38,112,77,84,0.26
32,74,313,270,53,74,13,18,51,48,31,0.274
