Age,Game_Played,PA,At_Bat,Run,Hit,Double,Homerun,RBI,SO,BB,BA
33,116,353,313,32,72,18,6,39,54,31,0.23
30,70,194,171,23,43,14,8,23,57,19,0.251
29,46,184,174,23,45,10,9,23,39,10,0.259
31,110,319,298,16,53,14,5,26,86,11,0.178
31,104,388,361,25,101,16,4,32,34,23,0.28
28,153,615,540,69,152,33,17,68,111,55,0.281
29,143,551,505,66,134,28,15,58,107,36,0.265
29,160,670,604,74,163,35,21,73,132,51,0.27
35,82,257,232,24,60,8,5,26,39,19,0.259
25,151,535,505,62,133,25,10,40,95,24,0.263
26,110,426,373,59,84,15,16,40,144,46,0.225
31,70,216,185,23,53,17,5,22,39,28,0.286
29,128,385,332,51,88,21,8,28,61,25,0.265
29,88,276,257,30,71,12,8,30,82,16,0.276
25,82,223,203,24,45,7,9,37,69,13,0.222
32,58,192,175,20,45,12,6,27,37,14,0.257
31,135,535,465,68,108,15,26,94,97,52,0.232
35,111,462,392,57,100,22,31,79,85,59,0.255
32,131,428,383,43,77,16,17,44,71,37,0.201
25,155,578,525,57,139,24,9,56,85,33,0.265
31,156,642,580,74,150,29,11,62,135,51,0.259
31,151,656,571,94,148,26,16,66,135,68,0.259
31,111,501,452,66,116,15,7,33,86,35,0.257
38,133,531,478,57,132,34,19,67,85,45,0.276
39,151,620,523,83,131,22,33,86,145,84,0.25
31,140,356,318,53,80,20,14,42,73,30,0.252
23,84,309,288,47,79,17,5,31,77,18,0.274
33,98,378,329,37,68,18,13,40,99,45,0.207
31,93,425,381,46,111,19,12,42,51,38,0.291
22,156,654,613,84,196,35,7,81,101,32,0.32
28,126,505,470,43,115,25,10,47,73,25,0.245
31,105,430,401,59,100,12,19,53,71,21,0.249
22,145,654,597,92,174,42,18,77,82,46,0.291
27,80,289,273,35,69,10,5,29,54,13,0.253
39,146,614,528,73,144,37,37,108,95,77,0.273
27,129,509,454,56,127,27,2,45,97,46,0.28
25,74,255,221,43,55,17,10,43,69,27,0.249
25,65,248,226,31,61,10,13,36,57,18,0.27
34,54,201,174,28,43,8,2,16,39,20,0.247
32,129,507,441,76,106,23,23,77,106,53,0.24
28,132,328,296,44,67,16,18,59,86,29,0.226
27,128,428,376,52,94,16,5,45,83,39,0.25
32,69,311,288,36,82,17,4,34,38,17,0.285
29,158,711,620,122,184,41,41,123,133,73,0.297
27,56,246,226,35,72,9,1,19,28,13,0.319
26,159,628,586,76,163,31,12,56,85,28,0.278
34,153,666,543,108,136,29,40,114,106,110,0.25
32,146,624,528,94,146,31,39,111,98,77,0.277
31,101,360,333,55,107,19,15,54,96,22,0.321
24,62,239,217,38,66,18,8,35,43,18,0.304
31,54,192,171,17,42,7,5,20,29,17,0.246
28,91,192,172,27,47,8,3,26,45,11,0.273
30,41,183,163,31,39,8,5,17,42,14,0.239
30,58,173,162,26,48,13,7,29,40,9,0.296
29,100,355,320,38,75,16,11,49,72,27,0.234
29,160,670,573,100,150,31,47,117,208,84,0.262
23,86,321,305,34,85,17,15,39,79,9,0.279
32,114,437,411,45,90,14,8,37,88,20,0.219
22,162,713,633,102,181,30,35,86,111,70,0.286
32,92,325,294,42,64,13,15,40,69,23,0.218
29,137,581,546,74,147,25,27,82,102,24,0.269
28,55,238,224,30,53,12,5,20,35,8,0.237
26,104,384,363,46,100,17,10,42,111,19,0.275
28,91,301,267,34,54,8,9,31,81,26,0.202
29,75,282,258,24,69,14,8,25,67,21,0.267
27,69,236,211,23,50,9,3,20,56,23,0.237
31,61,195,170,24,42,5,6,20,47,23,0.247
29,52,180,174,20,47,6,2,16,29,4,0.27
29,112,361,331,21,79,12,9,39,104,21,0.239
28,154,668,613,88,178,34,30,101,140,39,0.29
23,120,420,389,40,87,23,5,31,81,19,0.224
33,154,622,583,54,145,33,10,62,68,31,0.249
25,68,254,236,33,53,6,4,20,51,12,0.225
30,158,683,629,70,172,36,12,77,88,40,0.273
26,153,689,610,98,175,28,14,56,131,58,0.287
24,148,601,553,66,142,17,13,59,141,36,0.257
35,127,484,429,41,89,21,12,44,133,49,0.207
28,100,237,211,24,44,8,6,20,43,19,0.209
32,78,210,187,20,41,8,9,21,63,21,0.219
27,58,185,173,10,41,11,3,15,34,9,0.237
27,95,389,363,38,84,22,12,45,104,13,0.231
29,154,666,550,72,127,29,19,85,122,108,0.231
28,141,641,565,86,171,43,9,52,107,57,0.303
21,99,438,390,50,122,22,12,51,69,27,0.313
23,81,288,267,25,60,8,6,21,58,18,0.225
28,137,596,529,68,164,45,15,84,51,60,0.31
32,95,326,289,29,71,12,0,19,76,29,0.246
31,94,375,337,36,73,17,15,50,106,32,0.217
34,82,201,173,22,52,16,8,29,44,23,0.301
26,106,362,333,38,82,19,7,44,69,23,0.246
22,97,355,315,50,69,14,6,27,39,32,0.219
34,98,317,290,37,67,10,5,17,38,20,0.231
33,84,229,206,22,61,12,5,27,29,16,0.296
26,70,226,184,30,42,9,7,21,64,33,0.228
26,51,196,178,30,47,9,5,20,33,16,0.264
25,114,425,401,32,106,18,7,41,90,16,0.264
32,119,511,429,64,145,28,18,76,82,77,0.338
33,154,675,624,94,185,35,11,73,80,43,0.296
25,120,454,416,44,125,17,2,23,44,25,0.3
23,154,595,549,42,140,33,15,73,152,39,0.255
29,102,427,403,62,118,28,18,61,87,19,0.293
24,140,535,485,73,123,24,5,26,145,45,0.254
27,158,657,596,93,168,33,38,102,178,53,0.282
36,120,485,440,39,108,20,11,64,52,31,0.245
34,112,370,341,55,88,16,8,30,76,22,0.258
28,67,219,178,21,34,5,4,13,66,40,0.191
25,60,207,192,18,51,11,4,25,43,13,0.266
29,109,203,184,25,47,5,2,15,46,11,0.255
25,142,553,531,52,138,25,21,70,82,13,0.26
25,158,667,599,98,178,33,18,93,108,61,0.297
33,124,455,440,39,97,23,2,44,69,9,0.22
28,148,662,612,76,157,20,3,47,75,26,0.257
26,147,614,549,73,156,34,22,82,76,43,0.284
31,104,422,354,40,96,18,13,48,92,49,0.271
29,140,604,551,101,169,34,16,72,98,37,0.307
34,105,411,385,40,98,22,4,32,67,15,0.255
32,158,639,569,81,165,41,22,106,103,58,0.29
34,59,264,232,37,66,16,7,23,30,29,0.284
29,86,251,241,31,60,14,7,27,53,5,0.249
30,90,225,200,31,50,8,2,18,37,14,0.25
31,131,479,433,36,104,17,5,50,59,29,0.24
32,158,666,592,69,157,34,10,66,112,67,0.265
28,157,704,628,101,148,39,28,77,148,61,0.236
26,127,446,409,48,107,31,12,58,86,28,0.262
29,152,632,573,74,140,35,22,86,124,50,0.244
23,122,474,453,60,121,18,13,50,118,15,0.267
25,97,390,352,48,90,11,11,33,66,34,0.256
39,139,567,521,67,125,22,22,81,105,35,0.24
22,80,335,279,46,75,17,18,52,119,53,0.269
24,91,277,261,30,56,10,0,21,68,6,0.215
28,72,204,188,23,53,14,4,20,29,12,0.282
30,83,197,180,28,45,7,0,16,29,12,0.25
24,58,184,175,18,42,4,5,17,54,9,0.24
28,104,375,337,38,71,19,11,31,115,33,0.211
28,129,460,391,50,78,17,24,64,151,57,0.199
25,154,689,638,86,200,40,15,66,67,33,0.313
20,99,432,387,52,108,22,22,68,78,40,0.279
29,132,493,434,62,97,18,25,56,106,50,0.224
24,98,323,300,35,73,19,13,33,68,20,0.243
24,133,372,339,46,80,15,9,36,105,18,0.236
25,102,451,388,59,107,19,16,41,109,50,0.276
28,153,604,566,66,139,20,27,88,119,30,0.246
28,137,485,432,67,103,23,25,61,154,47,0.238
26,120,370,344,44,96,18,12,34,74,16,0.279
31,69,263,230,35,51,14,9,30,43,28,0.222
27,73,229,201,25,46,11,11,33,63,23,0.229
24,112,386,350,28,61,11,11,28,132,21,0.174
27,146,511,457,47,103,15,17,54,81,47,0.225
32,156,674,624,82,179,34,21,79,107,43,0.287
25,144,497,438,44,113,22,11,46,101,47,0.258
27,161,686,623,85,166,37,26,74,98,54,0.266
32,136,452,395,54,98,31,12,42,99,47,0.248
28,107,448,419,46,114,18,8,38,107,24,0.272
34,152,655,590,90,178,22,44,93,164,59,0.302
29,96,361,334,39,88,13,13,41,93,26,0.263
21,57,247,219,25,62,14,2,17,43,24,0.283
27,85,207,186,22,40,8,6,19,38,14,0.215
32,59,189,171,27,50,11,15,35,54,14,0.292
30,136,511,445,58,116,21,18,71,97,56,0.261
26,124,485,441,61,112,22,16,70,96,33,0.254
29,120,401,372,40,92,12,1,37,50,23,0.247
24,155,601,556,65,143,23,15,45,132,42,0.257
25,149,602,562,64,146,29,16,60,144,28,0.26
33,120,325,290,34,57,16,2,22,55,30,0.197
25,125,555,520,70,153,18,5,42,81,26,0.294
28,149,582,526,67,143,25,20,77,65,49,0.272
29,151,601,538,63,135,28,15,65,101,52,0.251
34,67,271,235,39,63,20,6,33,26,33,0.268
27,73,243,225,27,56,16,9,34,51,14,0.249
28,72,239,214,19,49,17,3,20,44,23,0.229
30,47,205,183,33,52,10,11,37,40,20,0.284
32,92,317,272,28,51,10,10,34,83,41,0.188
35,157,661,602,85,147,22,40,95,72,50,0.244
27,129,502,453,51,123,25,4,49,59,32,0.272
31,156,638,597,74,161,30,3,44,73,25,0.27
32,121,470,424,53,109,27,14,56,107,31,0.257
30,93,284,247,17,43,12,5,21,67,30,0.174
23,159,682,575,104,172,32,41,90,158,92,0.299
27,159,686,630,78,161,23,26,83,164,45,0.256
25,113,404,378,37,99,17,16,51,82,17,0.262
24,86,283,260,20,65,13,4,21,49,19,0.25
31,78,273,233,33,54,16,10,34,62,28,0.232
29,132,515,471,51,131,27,23,85,112,32,0.278
21,120,470,426,54,111,21,16,61,79,23,0.261
26,160,661,596,69,154,34,7,62,78,46,0.258
36,143,619,567,83,163,32,18,83,65,41,0.287
34,50,182,170,22,43,8,8,25,52,10,0.253
22,121,492,425,83,111,22,2,37,101,53,0.261
32,149,653,555,94,153,32,22,82,147,76,0.276
31,158,693,613,78,187,28,23,98,88,64,0.305
27,95,310,288,26,63,12,5,25,69,16,0.219
30,83,325,281,27,76,18,8,41,91,29,0.27
26,158,693,589,102,178,43,34,91,171,89,0.302
26,115,408,350,45,89,16,7,29,69,52,0.254
32,97,368,335,27,81,14,2,26,59,20,0.242
31,134,563,532,65,145,29,14,65,93,24,0.273
31,56,241,214,35,60,15,12,39,56,20,0.28
25,131,578,522,85,152,24,3,29,68,45,0.291
32,158,684,599,67,161,38,13,89,101,71,0.269
32,99,276,257,29,64,13,7,33,75,16,0.249
29,85,273,240,25,52,16,5,30,50,26,0.217
29,84,262,233,24,57,14,1,21,50,23,0.245
39,81,259,247,15,54,15,2,23,29,6,0.219
23,72,215,189,28,45,7,3,22,48,20,0.238
27,105,419,389,36,98,26,16,54,114,24,0.252
24,107,347,315,47,81,15,21,47,75,22,0.257
26,155,622,547,67,161,14,6,39,116,66,0.294
26,158,624,584,61,141,26,20,67,136,25,0.241
23,152,630,581,67,148,23,25,88,106,40,0.255
26,71,218,197,22,42,15,4,18,54,18,0.213
24,159,656,583,87,167,21,15,49,134,63,0.286
29,123,383,355,40,89,20,5,23,91,17,0.251
36,112,362,331,35,65,10,25,59,114,27,0.196
23,92,234,213,17,41,3,4,16,52,17,0.192
25,57,227,198,23,39,6,4,22,69,23,0.197
32,90,209,190,26,48,15,4,21,41,11,0.253
37,48,193,165,18,43,6,3,12,28,24,0.261
27,75,276,251,27,62,7,4,15,50,19,0.247
32,100,366,343,30,91,16,9,34,37,16,0.265
30,113,458,412,57,116,9,23,55,84,42,0.282
30,141,568,521,65,146,30,23,62,103,38,0.28
33,60,279,255,45,68,13,8,24,49,23,0.267
23,109,348,304,38,67,21,12,42,89,36,0.22
30,132,543,479,72,134,25,31,86,108,51,0.28
35,150,633,545,88,129,24,30,59,130,74,0.237
24,103,335,307,38,82,14,16,49,48,23,0.267
32,130,267,234,31,48,9,6,25,67,26,0.205
32,65,207,185,12,41,4,6,26,54,16,0.222
34,82,201,183,17,49,8,9,24,40,15,0.268
29,50,187,169,14,37,5,8,19,43,17,0.219
25,137,545,509,60,154,31,11,48,100,28,0.303
28,90,321,280,35,74,12,15,51,56,38,0.264
28,79,346,325,47,87,7,1,14,55,18,0.268
27,155,547,508,52,120,17,3,38,73,33,0.236
32,153,658,600,70,183,37,8,75,69,49,0.305
24,155,659,578,78,172,38,21,98,138,72,0.298
25,148,608,557,75,148,23,23,76,115,43,0.266
26,119,470,413,56,99,20,27,74,140,50,0.24
26,128,412,351,39,98,20,7,42,84,32,0.279
42,143,365,327,48,95,15,1,22,42,30,0.291
31,113,264,243,20,54,11,5,24,78,19,0.222
27,123,214,194,27,48,12,1,14,27,11,0.247
28,131,523,482,58,148,25,22,80,79,35,0.307
31,115,467,427,60,93,18,15,46,104,29,0.218
31,142,582,531,88,184,47,25,104,57,35,0.347
29,157,601,516,66,108,15,24,72,174,54,0.209
26,156,647,567,91,153,38,20,85,117,65,0.27
37,143,606,525,84,128,28,21,69,139,71,0.244
28,103,375,350,44,76,9,2,24,34,18,0.217
23,147,627,506,84,123,24,24,86,117,108,0.243
23,73,324,307,53,105,14,13,40,59,14,0.342
25,76,237,221,28,51,11,7,16,77,14,0.231
31,104,224,196,16,46,4,5,26,38,20,0.235
30,95,376,338,48,101,17,13,50,70,33,0.299
29,160,644,549,84,122,27,41,94,206,76,0.222
26,136,542,498,58,131,30,14,56,114,38,0.263
25,156,679,589,92,168,38,19,63,174,79,0.285
34,78,292,254,34,72,11,8,29,43,30,0.283
32,135,564,511,80,156,23,30,91,98,46,0.305
28,125,392,335,38,70,18,13,44,133,56,0.209
23,77,281,246,34,63,14,11,32,91,32,0.256
25,123,430,404,50,110,18,13,56,94,18,0.272
24,104,289,249,18,51,8,2,19,58,31,0.205
29,76,253,208,21,42,7,8,21,56,35,0.202
26,75,244,207,28,50,10,9,19,88,36,0.242
21,55,216,201,21,44,10,4,17,47,15,0.219
33,147,581,534,56,164,38,8,58,63,39,0.307
27,118,327,297,37,74,18,16,54,81,25,0.249
25,121,361,313,39,75,7,5,23,52,34,0.24
25,111,460,404,71,121,28,17,65,60,41,0.3
34,82,313,289,37,75,17,8,29,56,20,0.26
36,110,426,382,48,94,20,20,62,71,35,0.246
24,132,478,446,66,107,29,24,68,141,28,0.24
25,153,649,582,86,159,35,22,85,133,51,0.273
30,129,566,473,81,128,36,21,68,108,81,0.271
32,128,464,413,66,93,19,28,67,141,39,0.225
27,128,438,400,58,97,9,30,59,96,37,0.243
26,99,257,214,33,59,11,3,17,50,38,0.276
28,114,224,200,35,47,7,12,28,64,18,0.235
25,115,420,377,34,97,23,7,51,72,36,0.257
32,158,677,556,101,181,34,29,97,120,108,0.326
35,141,584,550,74,160,34,11,64,68,18,0.291
30,121,508,464,67,117,28,16,50,84,37,0.252
24,159,627,565,78,140,25,21,70,155,51,0.248
27,150,608,552,85,133,31,33,103,164,41,0.241
25,119,460,411,69,107,19,3,17,93,36,0.26
29,97,402,370,60,98,22,25,80,83,27,0.265
25,82,282,257,36,68,12,9,40,59,19,0.265
22,72,256,241,25,78,8,3,25,33,7,0.324
29,104,243,221,21,56,10,1,20,51,17,0.253
27,106,208,179,21,42,5,0,13,48,23,0.235
26,61,185,171,11,42,10,3,23,30,8,0.246
32,86,284,241,33,52,8,8,33,58,38,0.216
26,155,676,583,94,170,43,32,109,108,74,0.292
35,147,631,523,94,142,31,18,76,82,96,0.272
22,151,598,525,67,125,25,21,95,135,55,0.238
24,155,699,603,121,176,35,39,102,154,75,0.292
24,86,264,227,37,54,9,12,31,66,31,0.238
30,125,551,456,84,126,25,13,48,124,79,0.276
26,142,592,530,61,122,27,7,49,93,54,0.23
23,142,450,421,50,115,19,14,59,108,15,0.273
24,76,283,252,33,71,14,12,35,67,26,0.282
39,67,205,166,24,38,6,10,32,54,30,0.229
26,107,200,185,30,48,9,5,24,39,13,0.259
30,101,393,326,42,86,14,1,33,72,56,0.264
32,132,432,380,45,102,25,8,42,74,45,0.268
28,131,522,487,57,138,25,4,59,76,18,0.283
29,149,584,519,66,133,22,11,59,83,51,0.256
29,103,370,318,45,81,19,21,62,79,36,0.255
27,129,529,489,71,152,34,9,46,104,23,0.311
29,153,675,598,81,153,26,24,79,143,69,0.256
24,144,587,527,79,136,34,22,86,119,53,0.258
33,141,492,437,63,118,23,13,55,142,45,0.27
31,140,342,300,49,81,16,18,56,102,33,0.27
31,140,293,231,45,56,10,13,42,67,59,0.242
29,146,614,539,82,155,33,14,80,68,64,0.288
28,156,655,542,77,149,41,17,82,148,104,0.275
25,127,526,464,67,111,21,10,62,47,50,0.239
29,155,623,553,67,152,28,12,84,115,57,0.275
25,70,286,257,32,65,11,4,21,40,20,0.253
34,129,543,495,71,137,24,12,55,66,42,0.277
32,143,637,572,70,152,23,11,53,79,53,0.266
33,106,442,395,58,114,23,13,57,95,43,0.289
32,106,274,241,28,54,10,1,18,51,29,0.224
28,101,205,191,24,50,8,6,25,28,12,0.262
29,50,199,182,24,49,9,4,20,30,14,0.269
24,75,184,173,17,41,7,5,19,39,10,0.237
27,126,457,390,49,89,14,27,72,116,64,0.228
34,156,633,568,69,162,31,18,90,117,55,0.285
37,138,565,512,79,129,26,14,52,115,40,0.252
22,157,687,627,105,193,40,26,72,133,54,0.308
31,151,622,556,79,153,34,27,90,107,48,0.275
32,146,543,487,65,124,26,8,40,96,50,0.255
24,137,476,406,64,100,26,25,68,130,63,0.246
25,104,368,334,45,88,14,11,45,74,24,0.263
25,80,262,236,31,53,11,13,32,66,26,0.225
24,109,244,216,25,41,8,7,18,64,28,0.19
27,125,458,415,50,77,17,14,42,139,36,0.186
25,157,676,599,99,155,29,28,94,160,68,0.259
28,89,330,276,48,60,17,20,51,105,42,0.217
34,128,444,421,33,101,19,5,41,56,17,0.24
28,109,443,405,55,116,26,15,71,63,30,0.286
31,92,374,344,46,88,11,16,45,106,23,0.256
25,131,383,335,53,82,13,2,12,100,42,0.245
31,100,431,409,54,107,24,23,69,100,16,0.262
31,90,374,347,49,101,26,2,26,78,19,0.291
26,84,285,253,39,65,16,10,37,44,26,0.257
29,119,256,217,19,41,10,6,20,83,29,0.189
33,105,248,214,37,49,12,13,35,88,29,0.229
24,73,204,193,20,44,9,6,25,56,10,0.228
32,83,317,289,30,75,20,10,48,65,25,0.26
32,118,441,393,61,111,24,14,53,112,42,0.282
27,146,635,552,104,192,32,11,66,80,66,0.348
23,97,415,372,67,101,21,27,72,130,35,0.272
25,160,696,618,116,182,35,41,133,103,68,0.294
29,102,381,368,45,93,27,7,39,73,9,0.253
29,143,641,578,111,187,35,29,82,102,43,0.324
30,150,632,584,87,174,42,25,100,129,46,0.298
29,99,289,250,38,66,12,8,38,56,34,0.264
35,113,256,223,30,49,10,9,30,80,28,0.22
24,121,256,225,25,49,7,2,17,47,24,0.218
22,63,237,222,42,70,12,7,24,59,15,0.315
24,71,230,205,27,53,15,3,30,53,21,0.259
29,113,457,416,41,110,24,14,68,121,33,0.264
28,158,705,579,106,172,33,24,95,150,110,0.297
26,153,694,637,102,203,41,20,64,101,39,0.319
26,90,308,284,26,62,9,4,20,58,15,0.218
25,151,594,523,81,130,31,29,91,154,64,0.249
23,134,499,461,59,130,31,16,53,100,31,0.282
33,89,358,329,43,86,12,3,30,83,22,0.261
25,140,563,530,72,144,30,31,83,136,31,0.272
24,119,466,437,52,121,24,5,49,87,20,0.277
27,122,240,220,26,61,12,2,13,46,15,0.277
33,108,205,180,29,43,9,9,27,54,20,0.239
28,48,183,171,23,43,9,4,15,42,8,0.251
27,84,256,226,23,42,10,8,25,82,25,0.186
28,107,398,353,45,84,18,14,43,89,37,0.238
29,127,567,511,76,135,24,20,52,127,46,0.264
26,152,601,548,73,133,29,30,81,149,47,0.243
30,160,685,633,81,173,41,36,98,144,42,0.273
27,148,548,510,57,125,36,24,70,134,33,0.245
26,105,414,366,55,90,20,12,37,74,40,0.246
27,120,468,430,58,106,17,17,49,159,31,0.247
33,60,232,204,26,63,11,10,29,40,26,0.309
30,63,249,212,27,51,12,7,18,42,12,0.241
29,65,225,200,22,40,7,7,20,58,21,0.2
26,64,215,198,25,49,12,5,16,67,14,0.247
26,65,196,185,16,36,9,3,11,68,7,0.195
25,60,191,174,18,47,10,6,26,42,12,0.27
32,130,492,429,56,104,13,20,58,99,54,0.242
36,116,438,387,43,79,16,15,44,105,47,0.204
26,151,610,577,63,156,29,21,70,118,24,0.27
26,153,597,562,68,155,32,20,70,82,19,0.276
32,140,529,467,58,118,18,14,51,118,51,0.253
32,148,634,547,80,143,22,7,41,106,70,0.261
32,148,626,551,71,145,24,9,56,84,54,0.263
26,123,361,327,32,71,13,8,31,68,30,0.217
40,65,243,225,19,45,7,9,31,67,14,0.2
39,99,387,359,50,109,21,22,64,70,22,0.304
23,53,229,201,34,60,12,20,42,57,24,0.299
27,62,176,165,17,40,11,4,26,31,7,0.242
27,78,283,252,36,78,17,7,35,66,23,0.31
32,147,620,549,81,157,28,30,111,120,60,0.286
32,154,698,633,105,201,36,15,74,73,61,0.318
23,157,719,652,115,192,34,21,89,123,58,0.294
26,145,530,480,63,116,34,16,71,133,43,0.242
28,94,324,290,45,74,16,7,34,58,27,0.255
26,156,636,558,94,149,30,26,87,143,63,0.267
23,158,730,672,122,214,42,31,113,80,49,0.318
40,151,626,537,79,169,48,38,127,86,80,0.315
32,76,227,203,29,56,18,9,24,50,21,0.276
25,57,184,172,21,39,9,1,12,39,10,0.227
33,137,535,455,62,105,16,20,74,148,64,0.231
29,126,341,299,33,65,10,14,34,112,40,0.217
25,101,432,410,54,123,28,11,50,87,20,0.3
31,131,544,492,54,125,21,24,79,101,43,0.254
30,155,700,577,122,164,32,37,99,119,109,0.284
29,140,558,490,70,124,32,24,57,157,59,0.253
27,146,584,548,59,146,35,7,53,90,24,0.266
35,116,517,423,68,99,24,22,69,103,87,0.234
33,160,702,601,99,158,34,42,127,138,87,0.263
29,110,310,270,47,67,9,6,23,70,27,0.248
30,104,306,279,35,75,13,4,19,48,22,0.269
28,76,196,183,13,34,9,3,12,48,9,0.186
30,124,464,423,48,103,17,17,66,85,32,0.243
30,157,665,566,99,125,21,38,84,219,88,0.221
24,162,647,615,82,164,38,25,82,137,21,0.267
33,115,438,405,43,109,29,9,48,68,26,0.269
23,157,696,640,105,188,40,37,96,120,48,0.294
28,95,346,305,36,92,16,6,22,51,36,0.302
30,152,672,619,86,164,19,29,83,115,39,0.265
30,159,667,613,94,157,27,47,108,170,51,0.256
29,109,376,337,43,84,20,22,49,97,37,0.249
25,85,282,257,32,69,13,5,19,54,18,0.268
32,104,227,203,25,45,9,6,15,62,22,0.222
32,85,298,271,25,57,13,6,32,63,20,0.21
29,159,695,624,67,183,32,25,100,125,47,0.293
26,94,384,351,35,87,22,12,36,109,30,0.248
23,99,431,410,57,116,22,9,30,117,13,0.283
30,158,666,590,89,133,21,40,98,163,64,0.225
31,151,646,591,70,175,42,14,86,69,47,0.296
29,80,241,224,27,46,5,4,14,21,12,0.205
27,157,706,619,91,176,29,14,59,115,63,0.284
25,120,453,413,59,101,18,12,51,115,34,0.245
26,93,319,298,33,84,14,8,38,62,13,0.282
35,58,218,203,16,53,14,6,25,52,12,0.261
29,57,209,169,19,36,6,7,11,78,38,0.213
29,54,203,181,24,46,12,0,18,39,17,0.254
28,74,264,251,22,42,11,9,34,69,9,0.167
34,150,645,557,92,133,22,34,101,194,78,0.239
29,156,688,610,91,168,41,23,82,146,60,0.275
22,158,684,604,99,182,30,15,78,88,57,0.301
23,152,618,565,84,176,46,11,76,62,44,0.312
35,134,495,454,74,113,23,12,48,106,33,0.249
25,116,365,321,52,95,18,14,43,112,36,0.296
27,126,418,385,43,110,25,8,57,70,23,0.286
30,158,688,582,89,151,31,34,87,99,99,0.259
37,73,259,238,19,49,9,7,25,49,15,0.206
27,67,194,182,24,48,20,1,22,42,8,0.264
26,105,373,344,31,76,9,12,48,109,23,0.221
33,158,679,595,92,188,31,38,108,116,75,0.316
34,153,679,618,117,178,29,28,83,115,45,0.288
26,137,513,467,57,119,26,4,32,50,28,0.255
24,110,447,411,54,117,25,18,58,111,28,0.285
28,153,626,570,81,140,28,31,87,179,50,0.246
29,94,391,349,65,110,14,4,43,69,36,0.315
28,120,517,460,69,141,35,22,68,128,49,0.307
37,154,610,553,65,160,22,27,86,90,50,0.289
31,92,292,246,30,42,5,12,38,104,41,0.171
30,108,194,174,21,41,5,2,16,38,13,0.236
35,68,181,167,17,35,5,1,6,27,9,0.21
26,139,546,514,57,127,28,22,64,119,22,0.247
26,158,667,605,80,161,24,25,104,132,57,0.266
27,81,332,311,44,88,22,2,29,72,19,0.283
29,162,682,637,57,166,24,7,55,96,27,0.261
23,128,510,475,49,130,28,12,46,96,32,0.274
32,128,506,445,62,98,16,17,40,148,52,0.22
30,103,434,397,56,114,19,9,56,84,31,0.287
30,128,484,457,52,138,24,5,43,105,13,0.302
33,154,618,558,65,147,24,30,93,120,48,0.263
31,107,337,299,46,83,14,1,25,39,26,0.278
32,106,373,345,34,89,24,8,49,48,18,0.258
33,134,576,494,68,129,22,11,49,93,79,0.261
29,155,691,615,104,165,35,42,99,138,61,0.268
27,105,377,352,32,83,14,6,37,72,21,0.236
30,84,344,319,35,83,13,12,47,60,19,0.26
26,99,389,332,49,93,19,11,37,96,55,0.28
22,92,331,298,44,67,19,10,38,118,23,0.225
23,113,447,396,52,93,20,17,63,93,42,0.235
23,116,495,437,57,103,22,25,66,178,54,0.236
29,91,396,371,49,110,15,12,47,58,15,0.296
24,92,354,335,52,90,17,10,32,91,12,0.269
22,69,270,245,24,69,15,4,27,46,17,0.282
25,75,248,233,29,56,10,2,14,55,12,0.24
29,62,244,215,28,41,9,12,24,80,21,0.191
26,55,192,176,16,46,12,3,25,38,12,0.261
29,113,376,329,41,69,16,11,32,123,45,0.21
27,141,518,484,55,123,26,13,51,118,22,0.254
26,161,717,640,108,216,42,24,96,70,60,0.338
21,153,660,577,76,158,36,20,96,139,75,0.274
30,90,342,292,38,76,17,13,40,81,44,0.26
29,107,417,369,38,76,10,15,54,121,43,0.206
30,85,323,295,27,62,16,5,29,100,21,0.21
26,162,744,644,116,168,29,29,82,178,88,0.261
29,128,499,447,58,112,19,32,72,127,43,0.251
25,118,311,287,40,60,18,5,21,83,16,0.209
25,85,276,249,24,54,16,8,28,65,23,0.217
22,49,217,201,31,53,13,8,34,52,15,0.264
33,94,338,295,23,62,14,7,24,83,38,0.21
32,126,430,401,48,96,17,20,58,89,26,0.239
33,161,715,655,107,195,33,39,103,100,47,0.298
22,119,466,437,55,113,21,1,33,84,18,0.259
28,158,676,597,89,166,36,30,99,108,69,0.278
34,118,467,417,63,118,24,4,28,45,34,0.283
28,143,576,518,72,128,17,15,47,149,44,0.247
33,137,438,378,62,94,15,16,63,89,48,0.249
35,155,667,589,96,169,27,43,105,159,62,0.287
34,104,317,292,33,74,9,14,49,74,20,0.253
33,98,283,248,33,61,9,14,39,85,29,0.246
28,89,232,210,24,48,9,2,17,59,18,0.229
25,55,192,164,16,34,7,12,31,65,21,0.207
31,137,532,490,54,123,30,14,56,83,35,0.251
29,156,532,482,52,122,34,7,56,74,45,0.253
32,87,369,338,30,89,12,2,27,65,26,0.263
25,159,621,568,72,135,27,27,75,139,51,0.238
24,72,283,269,36,82,20,13,37,60,12,0.305
28,150,610,555,85,137,24,42,102,166,42,0.247
26,73,292,274,32,64,11,0,12,30,10,0.234
29,68,272,243,33,72,11,8,28,34,28,0.296
30,85,242,221,24,61,16,4,31,34,19,0.276
31,130,517,471,72,135,22,17,51,115,41,0.287
36,102,434,393,45,92,24,11,47,65,37,0.234
27,99,319,290,28,69,6,7,27,44,19,0.238
25,87,291,268,25,56,16,5,31,49,12,0.209
26,116,445,407,51,113,25,16,69,75,24,0.278
28,99,367,346,44,90,20,6,31,39,13,0.26
